Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-03-03,1,43500,799,6 out of 12,Super Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-12-12,1,59500,1255,3 out of 7,Super Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-12,3,50500,1294,2 out of 5,Super Area,Whitefield,Bangalore,Semi-Furnished,Family,3,Contact Owner
2023-10-21,2,44000,1388,1 out of 6,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Builder
2023-01-12,2,46000,550,2 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Family,1,Contact Agent
2023-04-02,3,69500,866,2 out of 5,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2023-08-20,2,25000,1698,7 out of 10,Built Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-04,4,93500,1029,2 out of 5,Carpet Area,Andheri East,Mumbai,Semi-Furnished,Family,4,Contact Agent
2022-05-22,2,24000,1071,3 out of 5,Super Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2023-07-02,2,70500,946,4 out of 9,Super Area,Kurla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2023-11-01,3,77000,953,2 out of 3,Super Area,Powai,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-04-20,2,15500,1423,Ground out of 2,Super Area,Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-08-13,2,52000,1374,1 out of 2,Super Area,Indiranagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2023-10-20,1,68500,1131,1 out of 5,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2023-05-01,2,27500,1361,4 out of 8,Built Area,Velachery,Chennai,Furnished,Family,3,Contact Owner
2024-01-24,4,109000,1205,2 out of 7,Super Area,Kurla,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-12-23,4,37500,1596,Ground out of 2,Carpet Area,Banjara Hills,Hyderabad,Furnished,Bachelors/Family,5,Contact Agent
2022-08-11,4,113500,1588,4 out of 6,Super Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2023-11-05,2,19000,977,2 out of 3,Carpet Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder
2024-01-20,3,71500,1383,5 out of 6,Carpet Area,Marathahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Builder
2022-03-29,1,17000,462,1 out of 6,Carpet Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2023-02-28,2,23000,501,1 out of 4,Built Area,Marathahalli,Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-05-01,2,33000,1274,6 out of 7,Carpet Area,Banjara Hills,Hyderabad,Furnished,Bachelors,2,Contact Agent
2023-02-15,2,50000,1176,3 out of 8,Super Area,Jayanagar,Bangalore,Furnished,Bachelors,2,Contact Builder
2024-01-09,2,85000,1135,5 out of 10,Carpet Area,Malad,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2023-06-16,3,40500,837,2 out of 3,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-10-10,1,8000,622,2 out of 5,Built Area,Behala,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-08-25,2,47500,1091,1 out of 4,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2023-04-15,3,27000,1206,5 out of 11,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-04-02,1,63000,922,3 out of 6,Super Area,Thane,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-09-06,2,22000,1101,6 out of 12,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-04,3,13000,1032,2 out of 5,Super Area,Ballygunge,Kolkata,Semi-Furnished,Family,2,Contact Builder
2024-01-12,3,66500,1557,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Family,3,Contact Owner
2022-01-28,3,37500,1381,2 out of 4,Carpet Area,Perambur,Chennai,Furnished,Family,4,Contact Agent
2023-10-16,1,65500,803,3 out of 4,Super Area,Malad,Mumbai,Furnished,Family,1,Contact Owner
2023-10-04,3,47500,1259,2 out of 8,Super Area,Hauz Khas,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-11-12,2,58000,1607,7 out of 11,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-02-22,3,58000,1176,Ground out of 2,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2023-12-05,1,34500,898,1 out of 2,Super Area,Jayanagar,Bangalore,Furnished,Bachelors,1,Contact Owner
2022-02-26,3,50000,512,1 out of 2,Built Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-03-02,2,24000,1493,1 out of 3,Carpet Area,Madhapur,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2023-07-08,3,47000,1322,4 out of 7,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Builder
2022-01-28,2,31500,1762,Ground out of 6,Built Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-28,3,93000,1059,1 out of 5,Super Area,Bandra West,Mumbai,Furnished,Bachelors,4,Contact Owner
2023-08-28,4,75500,1618,3 out of 7,Super Area,Rohini,Delhi,Unfurnished,Bachelors/Family,3,Contact Builder
2022-10-04,4,97500,1597,4 out of 6,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors,4,Contact Owner
2022-06-22,2,29500,831,7 out of 11,Carpet Area,Dwarka,Delhi,Unfurnished,Family,2,Contact Owner
2023-02-14,1,27500,637,3 out of 9,Super Area,Janakpuri,Delhi,Furnished,Family,1,Contact Agent
2023-04-07,4,35000,1536,4 out of 9,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-04,4,84500,1556,1 out of 6,Super Area,Hauz Khas,Delhi,Furnished,Bachelors/Family,5,Contact Builder
2022-01-31,2,25000,662,1 out of 6,Super Area,Dwarka,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-23,3,35000,1622,2 out of 5,Super Area,Porur,Chennai,Furnished,Bachelors/Family,4,Contact Agent
2023-11-06,2,13000,950,3 out of 5,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2024-02-16,3,25500,910,2 out of 8,Super Area,Kondapur,Hyderabad,Furnished,Family,2,Contact Owner
2023-01-11,2,70500,1072,4 out of 10,Carpet Area,Kurla,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-03-01,2,42000,1374,1 out of 7,Super Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2022-07-11,4,45000,1930,1 out of 5,Carpet Area,Velachery,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2023-08-23,2,45000,1341,6 out of 7,Super Area,Jayanagar,Bangalore,Unfurnished,Family,2,Contact Builder
2022-03-14,1,15000,875,2 out of 7,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-03-21,1,56000,960,2 out of 7,Carpet Area,Kurla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-03-14,3,27000,1537,1 out of 4,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,2,Contact Builder
2022-09-22,2,22500,1056,1 out of 7,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Agent
2022-10-17,3,35500,818,1 out of 7,Super Area,Whitefield,Bangalore,Unfurnished,Family,4,Contact Owner
2023-08-14,2,53500,846,Ground out of 6,Super Area,Kurla,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2023-03-04,4,56500,1241,2 out of 5,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-01-17,2,55000,1311,4 out of 10,Super Area,Whitefield,Bangalore,Furnished,Family,1,Contact Agent
2022-04-25,2,42000,1281,1 out of 7,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2023-02-22,3,45000,933,3 out of 9,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-09-18,3,25000,1956,4 out of 6,Super Area,Ballygunge,Kolkata,Furnished,Bachelors,4,Contact Owner
2023-11-27,3,44000,1104,4 out of 5,Super Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors,2,Contact Builder
2023-03-03,2,18500,1083,3 out of 9,Carpet Area,Adyar,Chennai,Furnished,Family,3,Contact Builder
2022-01-20,3,89500,1211,4 out of 7,Carpet Area,Navi Mumbai,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2023-05-11,2,18000,690,5 out of 7,Carpet Area,Banjara Hills,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Builder
2022-04-15,3,40000,935,1 out of 3,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-08-04,5,90500,1939,5 out of 7,Carpet Area,Whitefield,Bangalore,Furnished,Bachelors/Family,4,Contact Owner
2023-02-13,2,18500,749,2 out of 7,Carpet Area,Adyar,Chennai,Furnished,Bachelors,1,Contact Owner
2022-01-05,3,46500,1531,2 out of 8,Super Area,Karol Bagh,Delhi,Unfurnished,Bachelors,3,Contact Builder
2022-03-09,5,32000,1672,6 out of 10,Super Area,New Town,Kolkata,Furnished,Bachelors/Family,5,Contact Agent
2023-08-20,1,7500,452,4 out of 5,Super Area,Salt Lake,Kolkata,Furnished,Family,1,Contact Agent
2023-08-18,1,11000,1332,7 out of 11,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2023-01-05,3,25000,1685,6 out of 12,Super Area,Dum Dum,Kolkata,Furnished,Family,4,Contact Owner
2022-07-08,3,55000,1290,2 out of 8,Carpet Area,Marathahalli,Bangalore,Furnished,Family,4,Contact Owner
2023-04-07,2,31500,817,5 out of 7,Carpet Area,Rohini,Delhi,Unfurnished,Bachelors,2,Contact Agent
2023-03-17,1,13000,1240,5 out of 7,Super Area,Park Street,Kolkata,Furnished,Bachelors,1,Contact Builder
2023-11-28,1,17000,354,Ground out of 2,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Builder
2023-08-14,1,35000,1077,4 out of 10,Super Area,HSR Layout,Bangalore,Furnished,Bachelors,2,Contact Agent
2023-07-08,4,138000,1444,3 out of 6,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2024-01-24,3,30500,425,1 out of 3,Super Area,Dwarka,Delhi,Furnished,Bachelors,3,Contact Owner
2023-12-15,1,26500,592,10 out of 11,Carpet Area,Electronic City,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2024-02-17,5,46000,1640,7 out of 9,Built Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors,6,Contact Owner
2023-06-03,2,35500,990,7 out of 13,Built Area,Whitefield,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-17,2,37000,963,Ground out of 5,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-12-21,4,35000,1744,7 out of 10,Carpet Area,HITEC City,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Agent
2023-01-14,1,19500,1448,2 out of 4,Carpet Area,Adyar,Chennai,Semi-Furnished,Family,2,Contact Builder
2023-03-21,3,56500,1368,1 out of 6,Super Area,HSR Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-10-07,3,100500,1155,5 out of 8,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-05-26,2,34500,746,2 out of 4,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,3,Contact Agent
2023-04-10,2,16000,1245,Ground out of 1,Built Area,Behala,Kolkata,Semi-Furnished,Bachelors,1,Contact Builder
2023-03-13,3,32000,1042,Ground out of 5,Carpet Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,4,Contact Agent
2023-07-20,5,58000,2241,3 out of 7,Super Area,Adyar,Chennai,Furnished,Bachelors,4,Contact Owner
2023-09-15,2,11500,1100,Ground out of 1,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,3,Contact Agent
2023-03-21,3,52000,1190,1 out of 2,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,3,Contact Builder
2023-01-23,2,80500,970,6 out of 8,Super Area,Dadar,Mumbai,Semi-Furnished,Bachelors,1,Contact Builder
2023-11-07,2,19500,1044,1 out of 4,Carpet Area,Adyar,Chennai,Semi-Furnished,Family,2,Contact Agent
2024-02-13,3,74000,684,1 out of 6,Super Area,Kurla,Mumbai,Furnished,Bachelors,3,Contact Owner
2022-07-27,2,22000,1271,1 out of 4,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Agent
2023-01-06,2,37000,1074,2 out of 7,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2023-05-15,4,36500,1585,9 out of 11,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,5,Contact Owner
2023-01-15,2,15000,1284,8 out of 12,Super Area,Park Street,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2023-11-13,5,92000,1764,5 out of 9,Carpet Area,Hauz Khas,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Builder
2023-09-14,2,28500,1249,5 out of 6,Super Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2024-02-27,3,39000,1440,3 out of 9,Super Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,4,Contact Agent
2024-01-10,2,25000,1378,2 out of 5,Super Area,Gachibowli,Hyderabad,Furnished,Family,1,Contact Agent
2022-11-13,3,99500,1436,2 out of 3,Carpet Area,Malad,Mumbai,Unfurnished,Bachelors/Family,3,Contact Builder
2023-04-18,4,124500,1217,1 out of 4,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,4,Contact Agent
2023-10-23,2,24000,1129,1 out of 7,Carpet Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,1,Contact Builder
2023-05-15,3,94000,962,5 out of 6,Built Area,Dadar,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2022-03-06,3,53000,1178,Ground out of 6,Carpet Area,Vasant Kunj,Delhi,Furnished,Family,2,Contact Owner
2023-09-26,1,15000,824,4 out of 6,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2023-04-02,1,54500,916,1 out of 7,Super Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-01-29,3,36500,922,1 out of 6,Super Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner
2022-08-26,3,68500,1447,1 out of 5,Super Area,Electronic City,Bangalore,Furnished,Bachelors,3,Contact Owner
2022-02-13,2,33500,802,2 out of 7,Carpet Area,Karol Bagh,Delhi,Unfurnished,Family,1,Contact Agent
2023-02-20,3,58000,1289,Ground out of 1,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2022-09-06,3,14000,1190,3 out of 8,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,3,Contact Builder
2023-12-05,4,57500,1676,1 out of 7,Carpet Area,Whitefield,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2022-06-05,2,12000,956,Ground out of 6,Built Area,Ballygunge,Kolkata,Semi-Furnished,Family,3,Contact Agent
2022-08-14,3,61500,639,1 out of 3,Carpet Area,Kurla,Mumbai,Furnished,Family,4,Contact Agent
2023-07-12,2,75000,985,5 out of 6,Carpet Area,Kurla,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2024-02-28,2,69000,1111,2 out of 3,Built Area,Kurla,Mumbai,Unfurnished,Bachelors,1,Contact Builder
2023-11-07,1,13000,1829,2 out of 5,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,2,Contact Builder
2023-08-30,4,102000,1172,3 out of 5,Carpet Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-02-28,3,37500,1348,8 out of 10,Super Area,Banjara Hills,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2023-11-23,1,37500,1307,4 out of 9,Carpet Area,Dwarka,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2023-05-08,3,48000,1186,Ground out of 6,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,52500,1254,3 out of 4,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,3,Contact Builder
2024-01-12,2,14000,1352,2 out of 5,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors,2,Contact Agent
2024-03-03,3,77000,1727,4 out of 7,Carpet Area,Jayanagar,Bangalore,Furnished,Bachelors,2,Contact Owner
2023-07-17,3,36000,856,5 out of 11,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-18,1,15000,784,3 out of 4,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-30,3,33500,874,Ground out of 2,Super Area,HSR Layout,Bangalore,Unfurnished,Bachelors,4,Contact Builder
2024-02-10,3,90000,1223,Ground out of 2,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-04-20,2,25500,1270,1 out of 3,Super Area,Gachibowli,Hyderabad,Furnished,Family,3,Contact Owner
2022-07-05,3,84500,1258,1 out of 2,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors/Family,3,Contact Builder
2022-10-20,2,40000,999,6 out of 10,Carpet Area,Rohini,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-02-12,2,26500,1272,3 out of 6,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,1,Contact Builder
2023-08-04,2,33500,914,3 out of 9,Super Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Builder
2024-02-19,4,50500,1380,5 out of 9,Carpet Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Builder
2023-05-25,4,39500,1286,2 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2023-01-10,2,16500,831,Ground out of 4,Carpet Area,Perambur,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
2023-10-19,2,72000,1307,Ground out of 5,Carpet Area,Andheri East,Mumbai,Semi-Furnished,Bachelors,3,Contact Builder
2022-09-26,2,78000,1329,6 out of 10,Super Area,Juhu,Mumbai,Unfurnished,Family,1,Contact Owner
2022-01-07,5,42000,1733,4 out of 8,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-04-15,5,31000,1826,Ground out of 3,Super Area,New Town,Kolkata,Furnished,Bachelors,5,Contact Builder
2022-04-23,1,15000,859,1 out of 3,Super Area,Velachery,Chennai,Furnished,Family,1,Contact Agent
2022-05-18,3,40500,801,4 out of 8,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Builder
2023-10-08,2,24000,1423,3 out of 7,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Builder
2023-07-14,2,70500,960,3 out of 9,Super Area,Navi Mumbai,Mumbai,Furnished,Bachelors,1,Contact Owner
2022-08-17,2,35000,935,2 out of 5,Carpet Area,HSR Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
2022-03-23,4,59000,1234,4 out of 7,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,5,Contact Owner
2022-05-06,5,67500,1148,1 out of 2,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,6,Contact Owner
2022-11-19,2,73500,875,4 out of 5,Carpet Area,Dadar,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-10-27,1,10500,1302,3 out of 7,Carpet Area,Park Street,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-10-07,1,28000,982,2 out of 8,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-07-13,1,24000,572,6 out of 8,Super Area,Rohini,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2023-12-25,4,25500,1489,1 out of 2,Super Area,Salt Lake,Kolkata,Furnished,Bachelors,4,Contact Builder
2022-01-03,2,37000,1184,5 out of 9,Super Area,Jayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2023-03-10,3,28000,1658,Ground out of 6,Carpet Area,Mylapore,Chennai,Unfurnished,Bachelors,4,Contact Owner
2023-01-24,2,21500,1408,6 out of 8,Super Area,Kukatpally,Hyderabad,Unfurnished,Family,1,Contact Owner
2023-08-21,2,7000,200,Ground out of 4,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Builder
2023-09-05,3,22500,868,4 out of 7,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-12-29,2,67500,914,1 out of 3,Super Area,Bandra West,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2024-03-10,3,87500,1209,3 out of 6,Built Area,Borivali,Mumbai,Unfurnished,Bachelors,2,Contact Owner
2023-01-03,2,26000,1507,1 out of 5,Built Area,Mylapore,Chennai,Semi-Furnished,Family,2,Contact Agent
2023-06-26,4,36000,1288,2 out of 8,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,5,Contact Owner
2022-08-28,4,28500,1124,Ground out of 2,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-01-13,3,18500,864,Ground out of 4,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,4,Contact Owner
2024-02-17,2,18500,1247,4 out of 8,Super Area,Salt Lake,Kolkata,Furnished,Bachelors,1,Contact Agent
2022-07-05,3,21500,824,5 out of 7,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Builder
2022-04-11,2,91000,1195,2 out of 7,Super Area,Dadar,Mumbai,Furnished,Family,3,Contact Owner
2023-09-30,4,33500,1537,4 out of 7,Carpet Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-02-14,1,16000,886,4 out of 8,Super Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
2022-10-10,1,9500,1054,2 out of 8,Carpet Area,Salt Lake,Kolkata,Unfurnished,Family,2,Contact Builder
2023-12-26,2,33000,1057,3 out of 6,Carpet Area,Pitampura,Delhi,Unfurnished,Family,1,Contact Builder
2022-02-18,1,14000,1350,1 out of 3,Super Area,Howrah,Kolkata,Furnished,Family,1,Contact Agent
2023-02-18,3,98500,1686,3 out of 6,Super Area,Borivali,Mumbai,Unfurnished,Bachelors,3,Contact Builder
2022-05-16,1,27500,1200,Ground out of 1,Super Area,Janakpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-11,1,33500,1067,2 out of 7,Super Area,Whitefield,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-01-22,3,51500,591,1 out of 6,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2023-08-23,4,35500,1255,3 out of 8,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors,5,Contact Builder
2022-05-31,2,27000,1309,2 out of 6,Carpet Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2023-02-26,4,22500,1390,Ground out of 3,Built Area,Dum Dum,Kolkata,Furnished,Bachelors/Family,3,Contact Builder
2023-03-07,3,58500,1242,1 out of 4,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2024-02-14,3,16500,983,Ground out of 5,Super Area,New Town,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2022-09-01,2,30000,1281,6 out of 9,Carpet Area,HITEC City,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2023-05-27,2,66500,788,4 out of 9,Super Area,Borivali,Mumbai,Furnished,Bachelors/Family,3,Contact Builder
2022-09-15,2,34500,1087,4 out of 7,Built Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-08-04,2,30500,617,5 out of 11,Carpet Area,Saket,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2023-04-01,3,61500,1416,6 out of 7,Carpet Area,Marathahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
